time,step-size,{Attack}.Attack.output,{Controller1}.Controller1.accdes,{Controller2}.Controller2.accdes,{Controller3}.Controller3.accdes,{LeadCar}.LeadCar.accel,{LeadCar}.LeadCar.speed,{LeadCar}.LeadCar.x,{SimpleCar1}.SimpleCar1.speed,{SimpleCar1}.SimpleCar1.x,{SimpleCar2}.SimpleCar2.speed,{SimpleCar2}.SimpleCar2.x,{SimpleCar3}.SimpleCar3.speed,{SimpleCar3}.SimpleCar3.x
0.0,0.0,0.0,0.0,0.0,0.0,-0.01,40.0,40.0,40.0,25.0,30.0,15.0,35.0,5.0
0.1,0.1,0.0,-0.17000000178813934,3.634999990463257,-1.3650000095367432,0.027692910893753947,39.999,44.0,40.0,29.0,30.0,18.0,35.0,8.5
0.2,0.1,-0.17000000178813934,-0.132706880569458,3.693746566772461,0.4512464702129364,0.06534862343517606,40.001769291089374,47.9999,39.98299999982119,33.0,30.363499999046326,21.0,34.863499999046326,12.0
0.30000000000000004,0.1,-0.132706880569458,-0.0871480256319046,3.5173516273498535,0.6433752775192261,0.10292997598221719,40.00830415343289,52.000076929108936,39.96972931176424,36.99829999998212,30.73287465572357,24.036349999904633,34.90862464606762,15.486349999904634
0.4,0.1,-0.0871480256319046,-0.04156923294067383,3.4421894550323486,0.6493843197822571,0.1403998802771651,40.01859715103111,56.00090734445222,39.96101450920105,40.995272931158546,31.084609818458556,27.10963746547699,34.972962173819546,18.977212464511396
0.5,0.1,-0.04156923294067383,0.0036583831533789635,3.378371238708496,0.6946497559547424,0.17772135804827702,40.03263713905883,60.00276705955533,39.95685758590698,44.99137438207865,31.428828763961793,30.218098447322845,35.03790060579777,22.47450868189335
0.6,0.1,0.0036583831533789635,0.04849008470773697,3.317795991897583,0.7445428371429443,0.21485757750286952,40.050409274863654,64.00603077346122,39.95722342422232,48.98706014066934,31.76666588783264,33.360981323719024,35.107365581393246,25.97829874247313
0.7,0.1,0.04849008470773697,0.0928904116153717,3.2598419189453125,0.7937288880348206,0.251771889675851,40.07189503261394,68.01107170094758,39.96207243269309,52.982782483091576,32.098445487022396,36.53764791250229,35.18181986510754,29.489035300612453
0.7999999999999999,0.1,0.0928904116153717,0.1368318647146225,3.2043700218200684,0.8417467474937439,0.28842786459782566,40.09707222158152,72.01826120420897,39.97136147385463,56.978989726360886,32.42442967891693,39.74749246120452,35.261192753911025,33.007217287123204
0.8999999999999999,0.1,0.1368318647146225,0.18028271198272705,3.1512627601623535,0.8885695338249207,0.32478932724707504,40.125915008041304,76.02796842636712,39.98504466032609,60.97612587374635,32.744866681098934,42.989935429096214,35.3453674286604,36.53333656251431
0.9999999999999999,0.1,0.18028271198272705,0.2232106328010559,3.1004176139831543,0.9341942071914673,0.3608203932499368,40.15839394076601,80.04055992717126,40.003072931524365,64.97463033977895,33.05999295711517,46.26442209720611,35.43422438204289,40.067873305380346
1.0999999999999999,0.1,0.2232106328010559,0.2655850946903229,3.0517241954803467,0.9786291718482971,0.39648550429434953,40.194475980091006,84.05639932124785,40.02539399480447,68.97493763293139,33.37003471851349,49.57042139291762,35.527643802762036,43.611295743584634
1.2,0.1,0.2655850946903229,0.3073769211769104,3.0050814151763916,1.0218695402145386,0.4317494632216135,40.23412453052044,88.07584691925696,40.0519525042735,72.97747703241184,33.67520713806152,52.90742486476898,35.62550671994686,47.16406012386084
1.3,0.1,0.3073769211769104,0.3485524356365204,2.960383892059326,1.0639221668243408,0.4665774687617367,40.2772994768426,92.099259372309,40.08269019639119,76.98267228283919,33.97571527957916,56.274945578575135,35.72769367396832,50.726610795855535
1.4000000000000001,0.1,0.3485524356365204,0.3890835642814636,2.917537212371826,1.1047801971435547,0.5009351498780872,40.32395722371877,96.12698931999327,40.117545439954846,80.99094130247832,34.271753668785095,59.67251710653306,35.834085890650755,54.29938016325237
1.5000000000000002,0.1,0.3890835642814636,0.4289408028125763,2.8764381408691406,1.1444487571716309,0.5347885996874562,40.37405073870658,100.15938504236516,40.15645379638299,85.00269584647381,34.56350739002228,63.09969247341157,35.94456391036511,57.88278875231745
1.6000000000000003,0.1,0.4289408028125763,0.46809548139572144,2.836993932723999,1.1829206943511963,0.5681044089220584,40.42752959867533,104.19679011623582,40.19934787666425,89.01834122611211,34.85115120410919,66.5560432124138,36.05900878608227,61.47724514335397
1.7000000000000004,0.1,0.46809548139572144,0.5065144300460815,2.7991116046905518,1.2201952934265137,0.6008496989004456,40.484340039567535,108.23954307610336,40.24615742480382,93.03827601377854,35.13485059738159,70.04115833282472,36.177300855517394,65.0831460219622
1.8000000000000005,0.1,0.5065144300460815,0.5441730618476868,2.7626991271972656,1.256270408630371,0.6329921539747959,40.544425009457576,112.28797708006012,40.29680886780843,97.06289175625892,35.41476175785065,73.55464339256288,36.299320384860046,68.70087610751393
1.9000000000000006,0.1,0.5441730618476868,0.5810420513153076,2.7276647090911865,1.291139006614685,0.6645000534225568,40.607724224855055,116.34241958100588,40.3512261739932,101.09257264303977,35.691031670570375,77.09611956834794,36.42494742572308,72.33080814599994
2.0000000000000004,0.1,0.5810420513153076,0.6170925498008728,2.6939220428466797,1.324798583984375,0.6953423027509679,40.67417423019731,120.40319200349138,40.409330379124725,105.12769526043908,35.963798141479494,80.66522273540498,36.55406132638455,75.97330288857225
2.1000000000000005,0.1,0.6170925498008728,0.6522994041442871,2.661388874053955,1.357241153717041,0.7254884643835718,40.743708460472405,124.47060942651112,40.47103963410481,109.16862829835156,36.233190345764164,84.26160254955293,36.68654118478299,79.62870902121071
