time,step-size,{Attack}.Attack.output,{Controller1}.Controller1.accdes,{Controller2}.Controller2.accdes,{Controller3}.Controller3.accdes,{LeadCar}.LeadCar.accel,{LeadCar}.LeadCar.speed,{LeadCar}.LeadCar.x,{SimpleCar1}.SimpleCar1.speed,{SimpleCar1}.SimpleCar1.x,{SimpleCar2}.SimpleCar2.speed,{SimpleCar2}.SimpleCar2.x,{SimpleCar3}.SimpleCar3.speed,{SimpleCar3}.SimpleCar3.x
0.0,0.0,0.0,0.0,0.0,0.0,-0.01,10.0,40.0,7.0,25.0,5.0,15.0,8.0,5.0
0.1,0.1,10.0,0.029999999329447746,0.7350000143051147,-1.065000057220459,0.027692910893753947,9.999,41.0,7.0,25.7,5.0,15.5,8.0,5.8
0.2,0.1,9.999,1.0793927907943726,0.7767464518547058,-0.6907535791397095,0.06534862343517606,10.001769291089376,41.9999,7.002999999932944,26.4,5.073500001430512,16.0,7.8934999942779545,6.6
0.30000000000000004,0.1,10.001769291089376,1.1285754442214966,1.300047516822815,-0.5981254577636719,0.10292997598221719,10.008304153432894,43.000076929108936,7.110939279012381,27.100299999993293,5.151174646615982,16.507350000143052,7.824424636363983,7.389349999427795
0.4,0.1,10.008304153432894,1.1372135877609253,1.3531131744384766,-0.2773783206939697,0.1403998802771651,10.018597151031116,44.00090734445222,7.223796823434531,27.81139392789453,5.2811793982982635,17.02246746480465,7.764612090587616,8.171792463064193
0.5,0.1,10.018597151031116,1.144871473312378,1.3668909072875977,-0.1788478046655655,0.17772135804827702,10.032637139058833,45.00276705955533,7.337518182210624,28.533773610237986,5.416490715742111,17.550585404634475,7.7368742585182195,8.948253672122954
0.6,0.1,10.032637139058833,1.1531248092651367,1.378546953201294,-0.11013936251401901,0.21485757750286952,10.05040927486366,46.00603077346121,7.452005329541861,29.26752542845905,5.5531798064708715,18.092234476208688,7.718989478051663,9.721941097974776
0.7,0.1,10.05040927486366,1.1619822978973389,1.3903734683990479,-0.04508694261312485,0.251771889675851,10.071895032613948,47.011071700947575,7.567317810468375,30.012725961413235,5.691034501791001,18.647552456855774,7.707975541800261,10.493840045779942
0.7999999999999999,0.1,10.071895032613948,1.171387791633606,1.40245521068573,0.01853075996041298,0.28842786459782566,10.097072221581534,48.01826120420897,7.683516040258109,30.769457742460073,5.830071848630905,19.216655907034873,7.703466847538948,11.264637599959968
0.8999999999999999,0.1,10.097072221581534,1.1812849044799805,1.4147531986236572,0.0808643102645874,0.32478932724707504,10.125915008041316,49.027968426367124,7.800654819421469,31.537809346485883,5.970317369699479,19.799663091897962,7.705319923534989,12.034984284713863
0.9999999999999999,0.1,10.125915008041316,1.1916154623031616,1.4272239208221436,0.14191710948944092,0.3608203932499368,10.158393940766024,50.04055992717126,7.918783309869467,32.31787482842803,6.111792689561844,20.39669482886791,7.713406354561448,12.805516277067362
1.0999999999999999,0.1,10.158393940766024,1.2023241519927979,1.4398224353790283,0.20168378949165344,0.39648550429434953,10.194475980091017,51.05639932124786,8.037944856099783,33.10975315941498,6.254515081644059,21.007874097824097,7.727598065510392,13.576856912523507
1.2,0.1,10.194475980091017,1.2133557796478271,1.4525049924850464,0.2601575255393982,0.4317494632216135,10.234124530520452,52.07584691925696,8.158177271299062,33.913547645024956,6.398497325181962,21.633325605988503,7.7477664444595575,14.349616719074547
1.3,0.1,10.234124530520452,1.2246553897857666,1.4652283191680908,0.3173305094242096,0.4665774687617367,10.277299476842613,53.09925937230901,8.279512849263844,34.72936537215486,6.543747824430467,22.2731753385067,7.773782197013498,15.124393363520504
1.4000000000000001,0.1,10.277299476842613,1.2361705303192139,1.477948546409607,0.3731956481933594,0.5009351498780872,10.323957223718786,54.12698931999327,8.401978388242421,35.557316657081245,6.690270656347276,22.927550120949746,7.805515247955919,15.901771583221855
1.5000000000000002,0.1,10.323957223718786,1.2478477954864502,1.4906246662139893,0.42774370312690735,0.5347885996874562,10.374050738706595,55.15938504236515,8.525595441274342,36.39751449590549,6.838065510988237,23.596577186584476,7.842834812775255,16.682323108017446
1.6000000000000003,0.1,10.374050738706595,1.2596362829208374,1.5032132863998413,0.48096758127212524,0.5681044089220584,10.42752959867534,56.19679011623581,8.650380220822987,37.25007404003293,6.987127977609636,24.2803837376833,7.885609183087945,17.466606589294972
1.7000000000000004,0.1,10.42752959867534,1.2714848518371582,1.5156737565994263,0.5328575372695923,0.6008496989004456,10.484340039567547,57.239543076103345,8.77634384911507,38.11511206211523,7.1374493062496205,24.979096535444267,7.933705941215158,18.25516750760377
1.8000000000000005,0.1,10.484340039567547,1.2833441495895386,1.5279654264450073,0.5834053754806519,0.6329921539747959,10.544425009457592,58.2879770800601,8.903492334298786,38.99274644702674,7.289016681909564,25.69284146606923,7.986991694942117,19.048538101725285
1.9000000000000006,0.1,10.544425009457592,1.2951658964157104,1.5400478839874268,0.6326016187667847,0.6645000534225568,10.607724224855072,59.34241958100586,9.031826749257739,39.88309568045662,7.441813224554065,26.421743134260186,8.045332232490182,19.847237271219498
2.0000000000000004,0.1,10.607724224855072,1.3069020509719849,1.5518823862075806,0.6804377436637878,0.6953423027509679,10.674174230197329,60.40319200349137,9.16134333889931,40.78627835538239,7.595818012952807,27.16592445671559,8.10859239436686,20.651770494468515
2.1000000000000005,0.1,10.674174230197329,1.318506121635437,1.563429594039917,0.7269045114517212,0.7254884643835718,10.743708460472426,61.4706094265111,9.29203354399651,41.70241268927232,7.751006251573566,27.92550625801087,8.17663616873324,21.462629733905203
